FL, B15, B30, B45, B60, B75, A90, A75, A60, A45, A30, A15, FR, vel-10, vel-9, vel-8, vel-7, vel-6, vel-5, vel-4, vel-3, vel-2, vel-1, steering_angle, throttle, brake
2.472512, 2.663996, 3.003274, 3.714595, 5.364088, 9.221076, 15.237166, 5.767549, 3.143711, 2.267668, 1.876598, 1.693865, 1.648091, 36.948842, 37.929529, 38.926636, 39.933819, 40.974464, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, -0.015211, 1.000000, -0.000000
2.553824, 2.659989, 2.993037, 3.692413, 5.307112, 8.887638, 14.581720, 5.677741, 3.173293, 2.279688, 1.881983, 1.695645, 1.647182, 37.929529, 38.926636, 39.933819, 40.974464, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, -0.014024, 1.000000, -0.000000
2.552032, 2.654094, 2.981062, 3.668758, 5.250339, 8.562201, 13.925014, 5.533227, 3.205874, 2.294142, 1.889620, 1.699575, 1.648525, 38.926636, 39.933819, 40.974464, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, -0.012232, 1.000000, -0.000000
2.548813, 2.647157, 2.968577, 3.645472, 5.197156, 8.250261, 13.268278, 5.377347, 3.238999, 2.309652, 1.898499, 1.704904, 1.651455, 39.933819, 40.974464, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, -0.010940, 0.882811, -0.000000
2.543770, 2.638587, 2.954562, 3.621146, 5.089224, 7.944589, 12.558070, 5.214633, 3.274561, 2.327219, 1.909250, 1.712052, 1.656316, 40.974464, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, -0.009011, 0.734371, -0.000000
2.537881, 2.629696, 2.940976, 3.598503, 4.881300, 7.655511, 11.866313, 5.713599, 3.291570, 2.344517, 1.920329, 1.719878, 1.662130, 41.990556, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, -0.008083, 0.554681, -0.000000
2.530443, 2.619412, 2.926139, 3.574858, 4.673203, 7.323905, 11.182714, 14.708756, 3.163523, 2.363640, 1.933012, 1.729240, 1.669549, 43.013719, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, -0.006887, 0.428550, -0.000000
2.522071, 2.608546, 2.911118, 3.551879, 4.467686, 6.920012, 10.514192, 13.951791, 3.033601, 2.364938, 1.946307, 1.739430, 1.677955, 44.070785, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, -0.006035, 0.202365, -0.000000
2.512787, 2.597017, 2.895714, 3.395962, 4.298300, 6.524643, 9.862896, 13.208966, 2.904165, 2.260847, 1.960321, 1.750416, 1.687312, 45.117687, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, -0.004392, 0.079362, -0.000000
2.503824, 2.586387, 2.861005, 3.243828, 4.153714, 6.143452, 9.237432, 12.486539, 2.930125, 2.156063, 1.870366, 1.753030, 1.696342, 46.198615, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, -0.003660, -0.000000, -0.000000
2.494459, 2.575528, 2.730284, 3.093920, 4.012164, 5.770204, 8.626744, 11.777789, 3.193976, 2.052567, 1.779547, 1.667115, 1.677387, 47.288202, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, -0.001027, -0.000000, 0.162694
2.487034, 2.477327, 2.604777, 2.987087, 3.882260, 5.416410, 8.048846, 11.095259, 3.440541, 2.108802, 1.687460, 1.580598, 1.590119, 48.379675, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 0.001053, -0.000000, 0.625004
2.412225, 2.363499, 2.493190, 2.894586, 3.762460, 5.080951, 7.500745, 10.440805, 13.252952, 2.249594, 1.710324, 1.494945, 1.504020, 49.516381, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 0.007011, -0.000000, 0.761727
2.304759, 2.259838, 2.425143, 2.818258, 3.618361, 4.783039, 7.011882, 9.833603, 12.574051, 2.367031, 1.802410, 1.533227, 1.420535, 50.648769, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 0.009757, -0.000000, 0.859386
2.205191, 2.199788, 2.365403, 2.752565, 3.403394, 4.508832, 6.558458, 9.259056, 11.932793, 2.643400, 1.883321, 1.604354, 1.488074, 51.794220, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 49.529748, 0.015874, -0.000000, 0.906262
2.147510, 2.152425, 2.318560, 2.703930, 3.211410, 4.269677, 6.157084, 8.727117, 11.341984, 3.252841, 1.947148, 1.662441, 1.544688, 52.687996, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 49.529748, 47.863808, 0.020662, -0.000000, 0.945326
2.105654, 2.114732, 2.282996, 2.569192, 3.038918, 4.055168, 5.795121, 8.229455, 10.790452, 3.777174, 2.209603, 1.708989, 1.591386, 53.322883, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 49.529748, 47.863808, 46.072067, 0.034179, -0.000000, 0.972671
2.079482, 2.095022, 2.241427, 2.442198, 2.901630, 3.822296, 5.513058, 7.790105, 10.309232, 13.214457, 2.475589, 1.838612, 1.620425, 53.597577, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 49.529748, 47.863808, 46.072067, 44.212727, 0.047545, -0.000000, 0.988296
2.069772, 2.093819, 2.139400, 2.341574, 2.798655, 3.632155, 5.231276, 7.402947, 9.890076, 12.836066, 2.680141, 2.009117, 1.703292, 53.699984, 53.139921, 52.591790, 51.960534, 51.085335, 49.529748, 47.863808, 46.072067, 44.212727, 42.345472, 0.064571, -0.000000, 0.972671
2.028431, 1.950780, 2.012683, 2.231706, 2.670619, 3.400326, 4.786318, 6.801097, 9.259903, 12.236145, 2.895066, 2.224145, 1.915575, 52.591790, 51.960534, 51.085335, 49.529748, 47.863808, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 0.103256, -0.000000, 0.675787
1.972884, 1.911257, 1.986487, 2.220980, 2.599731, 3.355621, 4.639056, 6.575827, 9.036371, 12.005754, 3.135964, 2.277101, 1.979652, 51.960534, 51.085335, 49.529748, 47.863808, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 36.601134, 0.120402, -0.000000, 0.440458
1.935825, 1.889679, 1.979402, 2.184914, 2.553140, 3.345771, 4.524510, 6.380572, 8.848097, 11.802527, 3.371195, 2.306710, 2.024563, 51.085335, 49.529748, 47.863808, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 36.601134, 35.106918, 0.138134, 0.019837, 0.218253
1.918007, 1.887541, 1.977326, 2.145359, 2.534936, 3.346481, 4.450064, 6.221004, 8.703899, 11.631872, 3.516680, 2.312404, 2.049828, 49.529748, 47.863808, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 36.601134, 35.106918, 33.747509, 0.156191, 0.039673, 0.047624
1.922003, 1.908130, 1.947635, 2.134133, 2.554605, 3.266866, 4.434580, 6.113994, 8.627390, 11.509564, 3.574042, 2.392332, 2.052773, 47.863808, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 36.601134, 35.106918, 33.747509, 32.390454, 0.170374, 0.063493, -0.000000
1.943535, 1.879721, 1.936802, 2.144416, 2.602994, 3.211180, 4.460122, 6.037747, 8.589694, 11.413137, 3.587608, 2.473509, 2.041288, 46.072067, 44.212727, 42.345472, 40.366298, 38.459703, 36.601134, 35.106918, 33.747509, 32.390454, 32.216592, 0.183663, 0.126986, -0.000000
1.999144, 1.942266, 2.024625, 2.271180, 2.515156, 3.032606, 4.078566, 5.789068, 8.247618, 11.223584, 3.642397, 2.593713, 2.150410, 32.390454, 32.216592, 31.151579, 30.985729, 30.690428, 30.065381, 30.220699, 30.110482, 30.019345, 29.573274, 0.221497, 0.412680, -0.000000
1.261269, 1.171322, 1.168340, 1.249159, 1.448604, 1.876456, 2.558929, 4.225205, 6.114388, 9.572164, 12.929815, 3.587291, 2.854601, 31.169550, 31.367120, 31.557441, 31.435161, 31.940709, 32.080847, 31.946995, 32.770497, 32.133389, 32.210945, 0.254066, 0.408713, -0.000000
1.193660, 1.122340, 1.132692, 1.226067, 1.444307, 1.839296, 2.504830, 4.110017, 6.042342, 9.620337, 13.056182, 3.713202, 2.815122, 31.367120, 31.557441, 31.435161, 31.940709, 32.080847, 31.946995, 32.770497, 32.133389, 32.210945, 33.020082, 0.257311, 0.369024, -0.000000
1.146165, 1.090554, 1.113315, 1.220116, 1.447359, 1.763543, 2.471869, 3.939282, 5.963654, 9.695658, 13.212619, 3.807711, 2.767684, 31.557441, 31.435161, 31.940709, 32.080847, 31.946995, 32.770497, 32.133389, 32.210945, 33.020082, 32.209016, 0.259302, 0.345220, -0.000000
1.021549, 0.996403, 1.042875, 1.175315, 1.342500, 1.572852, 2.068711, 3.278654, 6.234512, 9.722968, 17.756876, 4.163629, 3.124445, 32.210945, 33.020082, 32.209016, 32.514710, 32.455828, 32.241045, 32.114591, 31.966699, 31.405015, 32.041061, 0.268359, 0.432517, -0.000000
1.042607, 1.029192, 1.090717, 1.135050, 1.239867, 1.477114, 1.994653, 3.257679, 6.314849, 9.866889, 19.672298, 4.193991, 3.118375, 33.020082, 32.209016, 32.514710, 32.455828, 32.241045, 32.114591, 31.966699, 31.405015, 32.041061, 31.126683, 0.267213, 0.448386, -0.000000
1.080012, 1.053324, 1.010790, 1.039646, 1.150729, 1.395057, 1.938676, 3.270912, 6.448088, 10.060136, 22.954243, 4.209404, 3.104294, 32.209016, 32.514710, 32.455828, 32.241045, 32.114591, 31.966699, 31.405015, 32.041061, 31.126683, 31.834615, 0.266787, 0.472206, -0.000000
0.712349, 0.685837, 0.708428, 0.786555, 0.958311, 1.343792, 2.139887, 4.041946, 6.694114, 24.642517, 7.902199, 3.848399, 3.309655, 31.126683, 31.834615, 31.019170, 30.917238, 31.722762, 31.030622, 31.088679, 30.734278, 30.940771, 31.047173, 0.265936, 0.562493, -0.000000
0.922878, 0.918089, 0.981014, 1.132889, 1.460700, 2.274651, 6.069096, 27.015129, 8.202556, 4.904127, 3.451208, 2.934862, 2.718521, 32.214268, 31.470796, 31.967968, 32.061811, 31.763305, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 0.227735, 0.820310, -0.000000
0.949816, 0.954405, 1.030938, 1.206395, 1.587303, 2.577839, 8.369997, 16.967529, 7.403853, 4.626261, 3.339566, 2.855150, 2.673286, 31.470796, 31.967968, 32.061811, 31.763305, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 0.200252, 0.906249, -0.000000
0.978404, 0.991033, 1.080011, 1.277839, 1.710883, 2.887220, 11.808134, 15.526025, 6.851541, 4.437251, 3.267313, 2.789456, 2.633930, 31.967968, 32.061811, 31.763305, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 0.172858, 0.968750, -0.000000
1.008399, 1.028354, 1.129214, 1.348982, 1.834635, 3.210615, 19.003656, 14.233543, 6.431518, 4.296486, 3.213376, 2.731620, 2.597488, 32.061811, 31.763305, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 0.150078, 0.996094, -0.000000
1.039994, 1.067224, 1.180242, 1.422952, 1.964967, 3.569672, 20.693077, 12.644393, 6.076858, 4.178914, 3.168178, 2.687252, 2.562041, 31.763305, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 0.130481, 1.000000, -0.000000
1.071395, 1.104780, 1.228583, 1.492035, 2.086109, 3.912443, 21.523739, 11.600906, 5.812772, 4.064073, 3.140393, 2.681391, 2.529037, 32.570185, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 0.108857, 1.000000, -0.000000
1.101601, 1.140424, 1.274065, 1.556712, 2.199640, 4.243534, 21.621710, 10.841462, 5.602628, 3.960645, 3.123484, 2.681080, 2.501778, 31.958849, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 0.091894, 1.000000, -0.000000
1.125408, 1.168027, 1.308755, 1.605433, 2.284257, 4.491932, 21.551840, 10.385570, 5.466481, 3.890666, 3.129585, 2.695247, 2.521623, 32.433237, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 0.079443, 1.000000, -0.000000
1.148997, 1.195029, 1.342332, 1.652116, 2.364651, 4.728910, 21.428144, 10.014959, 5.349112, 3.828320, 3.140864, 2.712447, 2.543320, 32.543761, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 0.070905, 1.000000, -0.000000
1.174249, 1.223673, 1.377689, 1.700889, 2.448041, 4.975390, 21.276794, 9.679613, 5.237513, 3.767237, 3.112317, 2.729907, 2.564866, 32.824563, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 0.062539, 1.000000, -0.000000
1.201099, 1.253909, 1.414753, 1.751740, 2.534497, 5.231714, 21.098934, 9.372854, 5.130479, 3.706994, 3.070716, 2.747652, 2.586324, 32.927444, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 0.054303, 1.000000, -0.000000
1.228919, 1.285010, 1.452636, 1.803343, 2.621669, 5.490031, 20.887934, 9.097803, 5.030004, 3.648841, 3.029692, 2.741747, 2.608334, 33.003432, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 0.044136, 1.000000, -0.000000
1.255519, 1.314369, 1.487881, 1.850647, 2.699863, 5.715095, 20.612562, 8.883605, 4.946431, 3.598444, 2.992922, 2.712024, 2.633200, 43.574478, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 0.034140, 1.000000, -0.000000
1.279569, 1.340379, 1.518446, 1.890630, 2.763382, 5.883920, 20.259974, 8.739039, 4.883953, 3.558397, 2.962262, 2.686124, 2.624013, 33.169038, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 0.023744, 1.000000, -0.000000
1.301012, 1.363185, 1.544773, 1.924176, 2.814620, 6.007494, 19.854677, 8.642055, 4.837041, 3.526338, 2.936693, 2.663676, 2.602742, 32.461509, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 0.013896, 1.000000, -0.000000
1.317013, 1.379308, 1.562150, 1.944353, 2.840170, 6.035533, 19.354511, 8.635191, 4.819988, 3.510005, 2.921138, 2.648220, 2.586450, 44.547651, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 0.008858, 1.000000, -0.000000
1.330390, 1.392337, 1.575578, 1.958845, 2.855239, 6.027853, 18.817511, 8.661416, 4.814418, 3.499997, 2.909843, 2.635914, 2.572653, 33.057692, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 0.005921, 1.000000, -0.000000
1.342049, 1.403396, 1.586552, 1.969852, 2.864312, 6.002129, 18.259750, 8.705442, 4.815142, 3.493649, 2.901122, 2.625607, 2.560558, 32.433599, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 0.004952, 1.000000, -0.000000
1.352742, 1.413434, 1.596388, 1.979449, 2.871433, 5.973518, 17.694645, 8.619379, 4.817497, 3.488451, 2.893420, 2.616292, 2.549459, 33.691818, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 0.004616, 1.000000, -0.000000
1.362945, 1.423049, 1.605859, 1.988836, 2.878835, 5.950355, 17.128300, 8.405870, 4.818802, 3.483097, 2.885895, 2.607342, 2.538919, 34.330262, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 0.004578, 1.000000, -0.000000
1.373202, 1.432887, 1.615798, 1.999123, 2.888500, 6.375002, 16.564074, 8.179266, 4.816839, 3.476336, 2.877677, 2.598077, 2.528383, 35.227941, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 0.004482, 1.000000, -0.000000
1.383502, 1.442883, 1.626045, 2.010118, 2.899964, 7.222005, 15.999287, 7.940583, 4.812135, 3.468407, 2.868882, 2.588640, 2.517876, 36.070255, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 0.003714, 1.000000, -0.000000
1.393047, 1.452056, 1.635316, 2.019848, 2.909382, 7.203233, 15.422791, 7.697124, 4.809439, 3.461721, 2.861091, 2.579994, 2.508138, 36.971547, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 0.002944, 1.000000, -0.000000
1.402905, 1.461775, 1.645504, 2.031154, 2.922428, 7.202808, 14.852545, 7.439885, 4.801742, 3.452753, 2.852010, 2.570725, 2.498148, 37.901064, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 0.001558, 1.000000, -0.000000
1.411074, 1.469446, 1.653056, 2.038641, 2.928437, 7.176170, 14.257106, 7.186969, 4.802380, 3.448250, 2.845906, 2.563550, 2.489798, 39.397815, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 0.000711, 1.000000, -0.000000
1.420031, 1.478336, 1.662471, 2.049279, 2.941223, 7.181666, 13.681946, 6.917686, 4.793719, 3.439414, 2.837352, 2.554974, 2.480744, 39.327176, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, -0.000409, 1.000000, -0.000000
1.427589, 1.485588, 1.669819, 2.056951, 3.055386, 7.043431, 13.092313, 7.612509, 4.709105, 3.433970, 2.831076, 2.548113, 2.473087, 40.370503, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, -0.001584, 1.000000, -0.000000
1.432153, 1.489230, 1.672437, 2.057766, 3.323104, 6.824649, 12.468112, 16.660549, 4.520599, 3.436679, 2.830147, 2.545103, 2.468331, 41.372200, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, -0.000756, 1.000000, -0.000000
1.439348, 1.496427, 1.680124, 2.140303, 3.570616, 6.653043, 11.886474, 15.949033, 4.318911, 3.429017, 2.822996, 2.538120, 2.461093, 42.384641, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 0.000156, 1.000000, -0.000000
1.447487, 1.504814, 1.734898, 2.317558, 3.586191, 6.494284, 11.316509, 15.248895, 4.113791, 3.356699, 2.813938, 2.529835, 2.452960, 43.389090, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 0.000857, 1.000000, -0.000000
1.452837, 1.569132, 1.864054, 2.487538, 3.586000, 6.297735, 10.708468, 14.509726, 3.914721, 3.191873, 2.810528, 2.525406, 2.447499, 44.417453, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 0.003696, 1.000000, -0.000000
1.549487, 1.686743, 2.004822, 2.531024, 3.617241, 6.170653, 10.156707, 13.824002, 3.696421, 3.015663, 2.704448, 2.513309, 2.436695, 45.479986, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 50.951908, 0.009344, 1.000000, -0.000000
1.664104, 1.813644, 2.084245, 2.567544, 3.664788, 6.081727, 9.652826, 13.183279, 3.646597, 2.828870, 2.540064, 2.452303, 2.418872, 46.523123, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 50.951908, 55.872728, 0.009663, 0.937499, -0.000000
1.780948, 1.876780, 2.111999, 2.605849, 3.607737, 5.866500, 9.138206, 12.530377, 3.934356, 2.640891, 2.373904, 2.294155, 2.378500, 48.054269, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 50.951908, 55.872728, 51.760636, 0.012807, 0.667964, -0.000000
1.827220, 1.906076, 2.148583, 2.657115, 3.568184, 5.677748, 8.646026, 11.896957, 4.179410, 2.445252, 2.201589, 2.130676, 2.212154, 48.321402, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 50.951908, 55.872728, 51.760636, 51.267842, 0.016104, 0.325383, -0.000000
1.859808, 1.943673, 2.195838, 2.640821, 3.549141, 5.518932, 8.178616, 11.285461, 4.374858, 2.575778, 2.023067, 1.961539, 2.040318, 50.563120, 49.475963, 50.166049, 53.652422, 50.986179, 50.951908, 55.872728, 51.760636, 51.267842, 51.720646, 0.018941, 0.047623, 0.095233
1.945942, 2.007795, 2.203778, 2.631272, 3.540480, 5.295295, 7.325228, 10.139253, 13.209589, 2.782269, 2.099200, 1.774873, 1.684659, 50.166049, 53.652422, 50.986179, 50.951908, 55.872728, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 0.026955, -0.000000, 0.937513
1.964091, 2.008031, 2.211279, 2.651360, 3.470394, 5.109685, 6.952647, 9.619485, 12.638355, 2.844027, 2.159060, 1.832952, 1.695549, 53.652422, 50.986179, 50.951908, 55.872728, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 0.032909, -0.000000, 1.000000
1.970154, 2.021140, 2.234408, 2.684075, 3.429134, 4.830388, 6.627336, 9.145626, 12.116203, 3.037440, 2.197238, 1.874159, 1.740060, 50.986179, 50.951908, 55.872728, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 0.042660, -0.000000, 1.000000
1.990612, 2.050653, 2.277946, 2.660517, 3.425993, 4.589229, 6.353474, 8.728114, 11.654746, 3.401251, 2.209432, 1.895228, 1.767487, 50.951908, 55.872728, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 0.050644, -0.000000, 1.000000
2.024009, 2.094790, 2.291454, 2.659810, 3.456223, 4.379918, 6.042375, 8.354316, 11.239439, 3.665232, 2.269376, 1.899376, 1.780029, 55.872728, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 45.019694, 0.058522, -0.000000, 0.988296
2.069883, 2.127253, 2.295119, 2.681917, 3.418707, 4.201880, 5.766399, 8.023362, 10.869571, 3.841820, 2.430681, 1.887830, 1.778654, 51.760636, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 45.019694, 43.195069, 0.067628, -0.000000, 0.871105
2.116695, 2.136661, 2.319615, 2.731386, 3.272615, 4.059861, 5.530735, 7.742942, 10.553777, 13.380998, 2.545248, 1.968838, 1.762235, 51.267842, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 45.019694, 43.195069, 41.286559, 0.074889, -0.000000, 0.730476
2.124309, 2.156032, 2.354819, 2.771672, 3.140373, 3.932140, 5.308102, 7.473594, 10.247203, 13.079621, 2.636508, 2.060906, 1.795593, 51.720646, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 45.019694, 43.195069, 41.286559, 39.383119, 0.083541, -0.000000, 0.589846
2.146208, 2.191254, 2.409339, 2.656245, 3.031735, 3.836195, 5.119318, 7.246500, 9.985291, 12.813828, 2.692725, 2.128022, 1.867962, 51.651613, 51.253143, 50.368727, 48.894394, 47.040018, 45.019694, 43.195069, 41.286559, 39.383119, 37.496073, 0.092070, -0.000000, 0.440458
2.055843, 1.936184, 1.957076, 2.121917, 2.477637, 3.026350, 4.198651, 5.755769, 8.343779, 11.246984, 4.206016, 2.581156, 2.244810, 34.906523, 33.597470, 33.189152, 32.129746, 31.604487, 31.358917, 31.037162, 30.446316, 30.768024, 29.930720, 0.206850, 0.281727, -0.000000
2.004350, 1.908601, 1.949935, 2.138806, 2.441593, 3.034389, 4.113799, 5.796389, 8.276974, 11.279053, 4.144843, 2.597155, 2.236879, 33.597470, 33.189152, 32.129746, 31.604487, 31.358917, 31.037162, 30.446316, 30.768024, 29.930720, 29.724038, 0.222240, 0.317449, -0.000000
2.276335, 2.181598, 2.243092, 2.477661, 2.905843, 3.580705, 4.819773, 6.309726, 8.645075, 11.777814, 3.598074, 2.214295, 1.865151, 29.494270, 29.488833, 29.200474, 29.635085, 29.677595, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 0.272354, 0.554681, -0.000000
2.255056, 2.186772, 2.275129, 2.546620, 2.901563, 3.646124, 4.732311, 6.307508, 8.642343, 11.893031, 3.547527, 2.289943, 1.800786, 29.488833, 29.200474, 29.635085, 29.677595, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 0.264170, 0.554681, -0.000000
2.252618, 2.209463, 2.325869, 2.531635, 2.916907, 3.742214, 4.658413, 6.236868, 8.659185, 11.937528, 3.490322, 2.345606, 1.866818, 29.200474, 29.635085, 29.677595, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 0.256520, 0.554681, -0.000000
2.265738, 2.246823, 2.344555, 2.522651, 2.948859, 3.741941, 4.593084, 6.172335, 8.687358, 11.990404, 3.466223, 2.389623, 1.937515, 29.635085, 29.677595, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 0.246520, 0.554681, -0.000000
2.293188, 2.289569, 2.321892, 2.526405, 2.996313, 3.629712, 4.533494, 6.109625, 8.720673, 12.045992, 3.620606, 2.425152, 1.999277, 29.677595, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 0.238860, 0.554681, -0.000000
2.338449, 2.260924, 2.317503, 2.551185, 3.072686, 3.533370, 4.497053, 6.071687, 8.780626, 12.141737, 3.701665, 2.442443, 2.045655, 29.809837, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 0.232570, 0.558587, -0.000000
2.326448, 2.245727, 2.325681, 2.589612, 2.965161, 3.443170, 4.464085, 6.036322, 8.692808, 12.241175, 3.765417, 2.453865, 2.084890, 29.854367, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 0.225366, 0.574212, -0.000000
2.304037, 2.246900, 2.351224, 2.643224, 2.860633, 3.367466, 4.347081, 6.004871, 8.619417, 12.380109, 3.793869, 2.452175, 2.112082, 29.606817, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 0.221469, 0.597650, -0.000000
2.298424, 2.264104, 2.394114, 2.530262, 2.768705, 3.306011, 4.240604, 5.906214, 8.558408, 12.559503, 3.799370, 2.505278, 2.128586, 30.432546, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 0.215230, 0.621088, -0.000000
