FL, B15, B30, B45, B60, B75, A90, A75, A60, A45, A30, A15, FR, vel-10, vel-9, vel-8, vel-7, vel-6, vel-5, vel-4, vel-3, vel-2, vel-1, steering_angle, throttle, brake
2.305432, 2.292767, 2.359742, 2.425652, 2.683002, 3.249707, 4.133047, 5.801360, 8.488126, 12.744856, 3.806546, 2.591686, 2.140347, 29.777986, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 0.211161, 0.628901, -0.000000
2.331880, 2.324970, 2.252807, 2.339007, 2.617419, 3.184928, 4.050860, 5.728240, 8.459737, 13.040008, 3.775579, 2.649051, 2.158710, 30.307488, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 0.209688, 0.632807, -0.000000
2.373891, 2.206790, 2.159871, 2.265003, 2.564850, 3.070684, 3.980049, 5.665938, 8.444559, 13.402660, 4.022921, 2.692349, 2.228187, 30.372269, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 0.207904, 0.632807, -0.000000
2.291199, 2.107872, 2.084298, 2.208531, 2.527582, 2.973305, 3.935374, 5.636451, 8.418435, 13.911463, 4.222680, 2.715019, 2.280907, 30.175826, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 0.208319, 0.632807, -0.000000
2.178092, 2.025921, 2.023725, 2.166961, 2.420662, 2.888523, 3.870115, 5.630371, 8.368713, 14.568612, 4.346061, 2.724742, 2.321797, 31.041486, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 0.209821, 0.632807, -0.000000
2.084767, 1.959973, 1.977779, 2.102283, 2.325498, 2.816943, 3.760331, 5.591250, 8.334954, 15.433159, 4.419967, 2.722991, 2.351817, 30.461025, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 0.219074, 0.628901, -0.000000
2.018373, 1.919340, 1.940263, 2.016519, 2.259194, 2.784475, 3.694017, 5.501552, 8.392136, 18.119659, 4.391427, 2.692158, 2.357919, 30.596937, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 0.232303, 0.624994, -0.000000
1.974148, 1.890981, 1.854758, 1.949292, 2.213147, 2.762878, 3.654505, 5.437183, 8.505817, 20.511951, 4.334677, 2.783225, 2.350352, 31.472015, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 0.243449, 0.617182, -0.000000
1.950796, 1.802162, 1.787670, 1.900389, 2.188067, 2.687541, 3.645193, 5.401214, 8.691276, 23.256672, 4.258141, 2.846827, 2.330137, 30.936747, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 0.253817, 0.609369, -0.000000
1.854764, 1.732854, 1.738218, 1.869455, 2.165425, 2.630318, 3.667448, 5.392797, 8.956800, 25.851204, 4.258255, 2.889840, 2.337751, 31.434856, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 0.259925, 0.605463, -0.000000
1.778904, 1.681384, 1.705435, 1.855993, 2.095999, 2.591300, 3.683795, 5.414576, 9.324160, 27.411583, 5.415292, 2.916805, 2.401525, 31.639361, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 0.265568, 0.605463, -0.000000
1.730722, 1.656404, 1.700749, 1.807166, 2.059187, 2.599251, 3.620325, 5.468437, 10.004473, 28.929493, 5.398111, 2.906293, 2.436623, 31.594777, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 0.269213, 0.601556, -0.000000
1.699968, 1.645672, 1.649106, 1.758543, 2.032552, 2.619743, 3.557607, 5.466048, 10.846803, 29.913300, 5.459735, 2.896757, 2.467309, 32.114149, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 0.270794, 0.601556, -0.000000
1.690279, 1.592929, 1.603117, 1.730124, 2.030307, 2.629846, 3.524029, 5.511862, 12.156879, 21.092129, 5.422106, 2.870760, 2.482739, 32.398316, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 0.274488, 0.601556, -0.000000
1.632742, 1.549255, 1.577327, 1.723581, 2.055634, 2.559865, 3.525144, 5.618281, 16.154079, 16.033978, 5.341540, 2.829891, 2.483494, 32.599391, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 0.274158, 0.597650, -0.000000
1.588105, 1.524846, 1.570723, 1.738570, 2.045339, 2.510749, 3.564631, 5.798871, 20.225357, 12.270160, 5.234123, 2.848887, 2.471973, 32.867184, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 0.275343, 0.601556, -0.000000
1.561448, 1.516195, 1.579613, 1.748888, 1.979621, 2.475281, 3.553439, 6.039812, 22.931334, 10.312684, 5.068353, 3.002409, 2.453212, 32.871545, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 0.274742, 0.601556, -0.000000
1.555981, 1.528140, 1.589995, 1.686186, 1.935647, 2.469840, 3.546446, 6.430372, 24.895247, 8.980774, 4.895715, 3.114180, 2.420417, 32.858968, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 0.273392, 0.605463, -0.000000
1.571212, 1.529632, 1.531476, 1.643813, 1.915665, 2.499951, 3.584889, 7.054170, 26.392792, 7.986523, 4.716789, 3.190628, 2.483552, 32.936865, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 0.270732, 0.605463, -0.000000
1.556635, 1.468086, 1.485934, 1.613471, 1.908388, 2.475751, 3.641151, 7.896411, 27.360184, 7.303607, 4.562450, 3.259751, 2.588481, 33.205935, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 0.266874, 0.617182, -0.000000
1.497831, 1.429703, 1.464136, 1.610143, 1.934511, 2.473163, 3.784588, 9.423799, 28.240276, 6.675483, 4.385675, 3.290858, 2.665412, 33.360278, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 0.262303, 0.621088, -0.000000
1.453358, 1.402052, 1.451112, 1.614683, 1.895625, 2.473148, 3.942577, 14.007233, 17.354618, 6.239232, 4.240538, 3.329678, 2.741948, 33.213146, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 0.256592, 0.621088, -0.000000
1.429951, 1.394489, 1.459215, 1.591448, 1.881645, 2.511281, 4.204225, 17.954742, 14.245745, 5.830698, 4.083825, 3.344945, 2.799171, 33.747564, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 0.250649, 0.624994, -0.000000
1.421795, 1.397764, 1.429094, 1.568779, 1.882412, 2.572658, 4.551243, 20.787285, 11.902689, 5.490316, 3.935067, 3.322894, 2.848766, 33.858386, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 0.241146, 0.624994, -0.000000
1.412205, 1.359143, 1.403310, 1.557316, 1.896301, 2.656171, 4.999731, 22.227419, 10.333942, 5.204656, 3.794538, 3.247444, 2.892876, 34.052679, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 0.231258, 0.624994, -0.000000
1.376129, 1.338045, 1.395907, 1.567366, 1.939785, 2.795287, 5.693448, 23.449530, 9.065325, 4.916956, 3.642617, 3.159478, 2.921618, 34.163112, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 0.221162, 0.628901, -0.000000
1.352657, 1.327319, 1.397893, 1.586835, 1.994725, 2.957366, 6.580612, 24.280626, 8.161572, 4.680229, 3.502246, 3.073219, 2.919362, 34.366211, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 0.206552, 0.640620, -0.000000
1.341295, 1.327609, 1.410954, 1.618894, 2.067224, 3.158027, 9.582552, 24.762527, 7.444019, 4.466664, 3.364372, 2.983891, 2.859859, 34.527245, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 0.196475, 0.660151, -0.000000
1.338827, 1.335715, 1.431663, 1.659494, 2.151760, 3.389287, 11.645756, 25.128784, 6.876922, 4.280183, 3.277110, 2.894147, 2.796418, 34.266363, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 0.180433, 0.695308, -0.000000
1.347744, 1.355518, 1.465722, 1.717359, 2.264107, 3.692697, 14.567663, 15.110363, 6.360059, 4.092401, 3.184005, 2.797329, 2.725084, 34.992892, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 0.166246, 0.777340, -0.000000
1.363016, 1.380445, 1.504176, 1.779388, 2.381680, 4.016584, 15.767703, 13.740141, 5.959855, 3.935122, 3.101679, 2.702595, 2.651297, 35.037077, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 0.148556, 0.863279, -0.000000
1.382176, 1.408335, 1.544995, 1.843442, 2.502087, 4.358000, 17.423647, 12.591578, 5.638153, 3.800499, 3.028054, 2.657604, 2.576102, 35.512035, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 0.135427, 0.976562, -0.000000
1.409101, 1.444739, 1.596159, 1.921870, 2.648131, 4.784426, 18.086706, 11.172603, 5.326319, 3.661740, 2.948668, 2.607843, 2.494572, 35.443119, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 0.120349, 1.000000, -0.000000
1.438081, 1.481723, 1.646309, 1.996969, 2.786434, 5.494393, 18.609961, 10.216904, 5.086410, 3.548224, 2.880416, 2.562643, 2.462600, 35.662608, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 0.105877, 1.000000, -0.000000
1.470545, 1.521967, 1.699799, 2.076029, 2.931293, 6.794982, 18.897095, 9.448245, 4.872707, 3.442080, 2.814088, 2.516839, 2.429463, 35.520856, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 0.092887, 1.000000, -0.000000
1.503239, 1.561460, 1.751323, 2.151173, 3.067931, 7.285171, 18.992380, 8.871727, 4.697317, 3.350679, 2.754799, 2.474248, 2.397030, 36.075848, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 0.079931, 1.000000, -0.000000
1.536230, 1.600538, 1.801559, 2.223493, 3.198331, 7.756413, 19.015709, 8.416462, 4.547941, 3.269520, 2.700261, 2.433678, 2.364793, 36.945731, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 0.061793, 1.000000, -0.000000
1.564876, 1.633829, 1.843596, 2.283155, 3.304442, 8.136688, 18.918423, 8.100167, 4.436789, 3.206553, 2.656611, 2.400052, 2.336976, 36.019623, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 0.045202, 1.000000, -0.000000
1.582655, 1.653091, 1.866287, 2.312808, 3.460707, 8.268162, 18.566589, 7.997681, 4.392138, 3.177637, 2.634235, 2.380995, 2.319373, 36.846624, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 0.034990, 1.000000, -0.000000
1.598536, 1.669984, 1.885744, 2.337544, 3.732038, 8.360978, 18.172789, 7.925912, 4.357569, 3.154008, 2.615347, 2.364359, 2.303583, 36.610417, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 0.029460, 1.000000, -0.000000
1.613487, 1.685568, 1.903329, 2.359321, 3.998706, 8.425342, 17.742067, 7.875478, 4.329561, 3.133624, 2.598418, 2.349038, 2.288627, 39.360241, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 0.023812, 1.000000, -0.000000
1.625602, 1.697626, 1.916111, 2.456937, 4.072647, 8.431114, 17.253214, 7.867873, 4.315695, 3.120853, 2.586442, 2.337260, 2.276344, 36.837470, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 0.020193, 1.000000, -0.000000
1.637685, 1.709771, 1.934208, 2.608236, 4.090417, 8.447230, 16.764692, 7.852567, 4.299764, 3.107154, 2.574053, 2.325347, 2.264129, 36.444771, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 0.017602, 1.000000, -0.000000
1.650851, 1.723274, 2.052077, 2.766297, 4.114425, 8.486374, 16.284327, 7.799848, 4.278247, 3.090558, 2.559801, 2.312107, 2.250911, 50.331184, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 0.014499, 1.000000, -0.000000
1.662296, 1.814568, 2.168506, 2.857139, 4.128494, 8.301784, 15.765949, 7.618061, 4.265568, 3.078618, 2.548555, 2.300997, 2.239307, 36.812948, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 0.011760, 1.000000, -0.000000
1.750880, 1.912928, 2.284541, 2.866681, 4.136683, 8.067614, 15.224967, 7.440033, 4.258057, 3.069680, 2.539402, 2.291553, 2.229103, 36.170413, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 0.010188, 1.000000, -0.000000
1.844477, 2.014497, 2.329636, 2.878804, 4.150385, 7.840487, 14.691283, 7.246980, 4.245544, 3.058204, 2.528724, 2.281085, 2.218235, 45.090399, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 0.009083, 1.000000, -0.000000
1.939608, 2.077921, 2.340079, 2.890126, 4.162497, 7.606700, 14.144522, 7.050882, 4.234406, 3.047497, 2.518584, 2.271055, 2.207716, 36.821812, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 0.008227, 1.000000, -0.000000
2.002597, 2.086399, 2.348356, 2.898251, 4.168740, 7.359190, 13.575530, 6.858026, 4.228428, 3.039724, 2.510452, 2.262572, 2.198494, 36.357568, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 0.008962, 1.000000, -0.000000
2.014044, 2.098125, 2.361300, 2.913758, 4.189877, 7.156719, 13.033566, 6.960484, 4.208902, 3.024956, 2.497883, 2.250977, 2.187014, 37.901641, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 0.009538, 1.000000, -0.000000
2.027226, 2.111994, 2.377081, 2.933567, 4.219190, 7.008366, 12.496849, 7.397776, 4.181748, 3.005938, 2.482454, 2.237283, 2.173855, 37.927976, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 0.009217, 1.000000, -0.000000
2.039637, 2.124671, 2.391005, 2.950158, 4.241618, 6.841105, 11.930680, 16.088755, 4.101301, 2.990080, 2.468867, 2.224739, 2.161409, 38.969097, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 0.009657, 1.000000, -0.000000
2.056453, 2.143263, 2.413364, 2.980160, 4.258951, 6.725986, 11.419884, 15.445583, 3.927404, 2.961730, 2.447311, 2.206539, 2.144765, 39.924948, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 0.010377, 1.000000, -0.000000
2.076512, 2.165730, 2.440734, 3.017414, 4.131673, 6.632462, 10.926000, 14.811130, 3.745409, 2.926824, 2.421047, 2.184617, 2.124983, 40.800620, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 0.009265, 1.000000, -0.000000
2.093695, 2.183755, 2.461200, 3.043005, 3.984008, 6.483023, 10.362437, 14.125177, 3.575799, 2.830458, 2.401234, 2.166886, 2.107821, 41.845141, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 0.011964, 0.785153, -0.000000
2.118390, 2.211798, 2.495854, 3.021724, 3.865093, 6.255978, 9.881204, 13.492290, 3.390341, 2.681825, 2.357350, 2.139795, 2.083588, 42.784090, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 0.014301, 0.384909, 0.095233
2.150157, 2.248497, 2.542027, 2.936442, 3.822186, 6.006532, 9.448915, 12.892091, 3.465086, 2.523831, 2.222659, 2.104744, 2.052658, 43.801928, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 54.076493, 0.015580, 0.099199, 0.357128
2.186093, 2.290064, 2.479011, 2.859398, 3.799232, 5.772207, 9.037434, 12.308940, 3.519881, 2.363674, 2.085903, 1.983585, 2.017793, 44.897257, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 54.076493, 51.073623, 0.017047, -0.000000, 0.699225
2.226394, 2.258082, 2.415294, 2.817377, 3.791266, 5.558625, 8.656063, 11.752566, 3.551709, 2.325994, 1.948123, 1.856183, 1.897921, 45.898677, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 54.076493, 51.073623, 50.463571, 0.020997, -0.000000, 1.000000
2.208645, 2.203950, 2.362764, 2.812349, 3.803152, 5.372591, 8.273485, 11.230916, 3.989850, 2.346515, 1.849075, 1.727245, 1.769842, 46.962286, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 54.076493, 51.073623, 50.463571, 49.413521, 0.024676, -0.000000, 1.000000
2.159814, 2.160558, 2.362407, 2.822401, 3.767142, 5.218808, 7.892581, 10.748354, 5.053071, 2.349241, 1.859558, 1.624439, 1.639675, 48.087679, 49.147324, 51.729415, 50.050601, 50.325923, 54.076493, 51.073623, 50.463571, 49.413521, 47.759992, 0.029012, -0.000000, 1.000000
2.342774, 2.378835, 2.427512, 2.643243, 3.137825, 3.792657, 4.924680, 6.672528, 9.160275, 11.869082, 2.644044, 1.996681, 1.745250, 29.865939, 28.831440, 28.164813, 27.402292, 26.968678, 26.612702, 26.916298, 26.508122, 26.672039, 27.178337, 0.174100, 0.757809, -0.000000
2.399728, 2.362420, 2.419734, 2.661534, 3.175259, 3.734816, 4.917332, 6.677309, 9.055021, 11.833220, 2.703110, 1.980703, 1.751062, 28.831440, 28.164813, 27.402292, 26.968678, 26.612702, 26.916298, 26.508122, 26.672039, 27.178337, 27.598192, 0.175735, 0.761715, -0.000000
1.539076, 1.424369, 1.416185, 1.509088, 1.742768, 2.222758, 2.927737, 4.522582, 6.367158, 9.663733, 12.848895, 3.148419, 2.609675, 33.584163, 32.911918, 33.205800, 33.179745, 32.624674, 33.274182, 32.448727, 32.626797, 32.683809, 32.603731, 0.271380, 0.452354, -0.000000
1.460448, 1.368513, 1.376649, 1.484982, 1.741546, 2.137311, 2.888477, 4.353370, 6.285238, 9.705782, 12.958457, 3.321484, 2.576415, 32.911918, 33.205800, 33.179745, 32.624674, 33.274182, 32.448727, 32.626797, 32.683809, 32.603731, 32.556400, 0.270632, 0.460304, -0.000000
1.404187, 1.331769, 1.355287, 1.480260, 1.706812, 2.069698, 2.877381, 4.192962, 6.223289, 9.785324, 13.106468, 3.448747, 2.532693, 33.205800, 33.179745, 32.624674, 33.274182, 32.448727, 32.626797, 32.683809, 32.603731, 32.556400, 32.557288, 0.270747, 0.460304, -0.000000
1.216425, 1.182409, 1.233155, 1.381460, 1.484015, 1.730615, 2.260119, 3.474699, 6.251105, 9.537868, 17.045410, 4.033892, 2.962743, 32.603731, 32.556400, 32.557288, 32.114118, 32.511326, 32.496315, 32.501518, 32.444786, 32.078159, 32.797905, 0.266042, 0.460304, -0.000000
1.230295, 1.210685, 1.246849, 1.263754, 1.375707, 1.631625, 2.187517, 3.459123, 6.317211, 9.654071, 18.769318, 4.084337, 2.964100, 32.556400, 32.557288, 32.114118, 32.511326, 32.496315, 32.501518, 32.444786, 32.078159, 32.797905, 32.025840, 0.265506, 0.460304, -0.000000
1.258108, 1.180383, 1.128873, 1.157323, 1.276166, 1.539370, 2.121351, 3.454694, 6.397597, 9.778544, 21.059525, 4.133035, 2.995438, 32.557288, 32.114118, 32.511326, 32.496315, 32.501518, 32.444786, 32.078159, 32.797905, 32.025840, 31.971747, 0.262991, 0.440452, -0.000000
1.048458, 1.049229, 1.128340, 1.313150, 1.713213, 2.733017, 8.116428, 17.425406, 7.427845, 4.539876, 3.242277, 2.769107, 2.581438, 30.068868, 30.056163, 30.043214, 29.608439, 30.061206, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 0.189191, 1.000000, -0.000000
1.073405, 1.082865, 1.174791, 1.382142, 1.834041, 3.033662, 10.915754, 15.906618, 6.856957, 4.348679, 3.170699, 2.705684, 2.543951, 30.056163, 30.043214, 29.608439, 30.061206, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 0.170053, 1.000000, -0.000000
1.102998, 1.120736, 1.225619, 1.456530, 1.964029, 3.368853, 18.165033, 14.698948, 6.398758, 4.191724, 3.109194, 2.645401, 2.506055, 30.043214, 29.608439, 30.061206, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 0.154993, 1.000000, -0.000000
1.138191, 1.164757, 1.284045, 1.541699, 2.114315, 3.775766, 20.410227, 12.788672, 5.986946, 4.044392, 3.048001, 2.583343, 2.465302, 29.608439, 30.061206, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 31.178890, 0.140108, 1.000000, -0.000000
1.176136, 1.210768, 1.343885, 1.627945, 2.266356, 4.202846, 21.633724, 11.455716, 5.661275, 3.930425, 2.999468, 2.555282, 2.424713, 30.061206, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 31.178890, 31.048935, 0.123112, 1.000000, -0.000000
1.217066, 1.259650, 1.406886, 1.718401, 2.426490, 4.672933, 21.915619, 10.429573, 5.380064, 3.800758, 2.955416, 2.536018, 2.382930, 30.169067, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 31.178890, 31.048935, 41.786349, 0.108475, 1.000000, -0.000000
1.258702, 1.308747, 1.469605, 1.807974, 2.585746, 5.159205, 22.125032, 9.650738, 5.144861, 3.679412, 2.920702, 2.521372, 2.363454, 30.332370, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 31.178890, 31.048935, 41.786349, 31.280303, 0.092334, 1.000000, -0.000000
1.300233, 1.357247, 1.531134, 1.895516, 2.741717, 5.653948, 22.270714, 9.041003, 4.945475, 3.572329, 2.893265, 2.510232, 2.362567, 30.553000, 31.514797, 30.572796, 31.426402, 39.515540, 31.178890, 31.048935, 41.786349, 31.280303, 30.823959, 0.074889, 1.000000, -0.000000
